artist_id	counts
52263	836
30939	802
25908	723
50582	541
2532	502
20451	499
67417	490
25329	477
23148	474
51469	448
2419	441
23916	439
14671	435
28691	415
25263	406
632	394
634	386
2035	384
54903	364
555	363
23136	360
23321	360
77854	359
4277	347
55273	345
44827	343
599	340
55689	326
1028	309
95445	299
23614	297
55472	294
23507	290
24277	288
52888	282
414513	281
52557	280
139765	277
8915	275
54921	271
54959	270
179358	270
2006	266
101953	262
52307	262
2081	262
23777	255
52402	252
140155	243
24593	241
51886	238
24907	234
23496	233
120772	231
606	229
71806	226
72597	225
25088	224
52721	224
51491	222
95456	220
51585	220
326278	220
329973	216
23344	214
24419	213
52570	213
761	211
485396	211
611	210
137534	208
19409	207
23745	207
95653	207
43927	206
55413	205
52559	205
55276	204
114671	204
24601	204
25268	203
28353	199
54966	196
32524	194
55114	193
145197	191
24847	190
187023	189
52208	189
55535	187
54890	184
36345	184
7088	183
86059	182
23114	182
23808	181
32515	181
52653	181
67239	176
32512	176
12371	175
153140	174
767	174
21905	174
121184	174
75413	171
312908	170
24083	170
622	169
7077	168
44823	168
13838	167
2175	166
8683	164
82052	164
1716	164
23095	162
470432	162
25305	161
582	160
35282	160
24984	159
32556	158
28853	157
55318	156
38155	155
614	155
7072	154
1570	154
95442	153
120965	153
140158	152
57370	152
52575	152
75411	152
139461	151
58735	151
99271	148
187313	146
52552	146
187349	146
23734	146
51729	145
44807	145
24869	145
44885	144
320492	143
55549	143
52573	142
75451	142
52018	140
138145	139
16779	139
178593	138
24993	138
23242	137
1888	136
23413	136
196507	136
267869	135
183551	135
24216	135
69218	135
55461	135
109287	135
50744	135
253	135
59729	134
73116	134
323378	131
30226	129
35256	128
23839	128
25929	127
59713	127
51047	127
145575	124
51426	123
23211	122
78641	120
18926	120
34824	119
170507	118
771	118
72129	118
20447	118
684	116
120679	116
25731	116
179709	116
21262	116
40641	115
75388	115
36506	115
26134	115
52240	114
119234	114
23139	113
28586	112
55016	112
